Step,Lsp-Offload S=1024 d=4,Lsp-Offload S=1280 d=4,Lora rank=8,Galore Value,Full Param,Lora rank=128,LSP-Offload d=1280 r=4
3180,0.83890003,0.841199994,0.948000014,,0.649999976,0.812699974,0.720000029
3190,0.877399981,0.842000008,0.916199982,,0.621399999,0.784799993,0.692700028
3200,0.878300011,0.817200005,0.944500029,,0.644599974,0.809700012,0.68720001
3210,0.867699981,0.834800005,0.940599978,,0.638599992,0.805800021,0.716499984
3220,0.868799984,0.843900025,0.926800013,,0.632600009,0.793099999,0.697899997
3230,0.851000011,0.840600014,0.955200016,,0.642199993,0.816500008,0.716400027
3240,0.87470001,0.832000017,0.930599988,,0.636799991,0.798300028,0.689700007
3250,0.890399992,0.873600006,0.928300023,,0.628799975,0.793500006,0.702099979
3260,0.904399991,0.846400023,0.926400006,,0.632200003,0.790799975,0.711499989
3270,0.890799999,0.850700021,0.951600015,,0.644400001,0.813799977,0.720499992
3280,0.875999987,0.854799986,0.940800011,,0.642700016,0.805899978,0.681299984
3290,0.870599985,0.85680002,0.935699999,,0.627399981,0.799199998,0.720300019
3300,0.878700018,0.861100018,0.9375,,0.642499983,0.80250001,0.676599979
3310,0.873899996,0.837899983,0.938300014,,0.634500027,0.800400019,0.691100001
3320,0.879299998,0.83950001,0.943599999,,0.643899977,0.807900012,0.711399972
3330,0.860199988,0.847299993,0.938899994,,0.634199977,0.801900029,0.698300004
3340,0.867799997,0.860899985,0.925700009,,0.631600022,0.791100025,0.703199983
3350,0.899800003,0.858399987,0.940900028,,0.640900016,0.805100024,0.693000019
3360,0.896700025,0.829699993,0.913399994,,0.621900022,0.781400025,0.706799984
3370,0.8574,0.837700009,0.9199,,0.621599972,0.78609997,0.69749999
3380,0.873300016,0.832000017,0.912599981,,0.620800018,0.780200005,0.707199991
3390,0.867399991,0.830600023,0.950800002,,0.6426,0.812300026,0.717199981
3400,0.878400028,0.852599978,0.952700019,,0.65140003,0.816100001,0.687699974
3410,0.869899988,0.838400006,0.91869998,,0.619799972,0.783399999,0.699999988
3420,0.876100004,0.841899991,0.92839998,,0.628300011,0.793200016,0.706900001
3430,0.858900011,0.849699974,0.962400019,,0.651000023,0.824299991,0.708899975
3440,0.888599992,0.842299998,0.924899995,,0.628700018,0.790700018,0.69660002
3450,0.870899975,0.850499988,0.925000012,,0.623700023,0.791000009,0.713400006
3460,0.84799999,0.821200013,0.947899997,,0.645600021,0.810500026,0.708000004
3470,0.87470001,0.842499971,0.920099974,,0.622300029,0.786199987,0.715399981
3480,0.815199971,0.780700028,0.920400023,,0.619300008,0.781599998,0.649299979
3490,0.852800012,0.835600019,0.904100001,,0.596199989,0.747099996,0.677600026
3500,0.879400015,0.855400026,0.941299975,,0.623700023,0.783399999,0.684099972
3510,0.873199999,0.819400012,0.927999973,,0.610499978,0.766900003,0.661300004
3520,0.870899975,0.819199979,0.918200016,,0.600899994,0.759299994,0.663299978
3530,0.865499973,0.828499973,0.918900013,,0.602199972,0.758599997,0.681200027
3540,0.894900024,0.845799983,0.934400022,,0.619899988,0.774399996,0.69630003
3550,0.863900006,0.802600026,0.961799979,,0.627399981,0.796700001,0.700100005
3560,0.880900025,0.819100022,0.937600017,,0.617799997,0.77670002,0.6778
3570,0.882099986,0.832899988,0.925300002,,0.605099976,0.765299976,0.673799992
3580,0.868099988,0.836600006,0.92839998,,0.611400008,0.767799973,0.673399985
3590,0.864700019,0.834999979,0.936800003,,0.619599998,0.7773,0.661599994
3600,0.884199977,0.825600028,0.948899984,,0.625100017,0.786300004,0.66140002
3610,0.872300029,0.820500016,0.930299997,,0.609600008,0.770399988,0.67809999
3620,0.854799986,0.856000006,0.927900016,,0.611299992,0.76819998,0.655300021
3630,0.898100019,0.818199992,0.934300005,,0.613900006,0.774299979,0.674799979
3640,0.856000006,0.837400019,0.928600013,,0.609899998,0.769599974,0.665499985
3650,0.875899971,0.828199983,0.923699975,,0.611100018,0.766200006,0.672500014
3660,0.861100018,0.821399987,0.932799995,,0.617500007,0.773400009,0.697600007
3670,0.865400016,0.855599999,0.925100029,,0.611100018,0.768299997,0.666100025
3680,0.869899988,0.851499975,0.931200027,,0.607599974,0.771600008,0.688799977
3690,0.865199983,0.847100019,0.928300023,,0.611500025,0.770399988,0.674499989
3700,0.877699971,0.82889998,0.954999983,,0.628600001,0.790600002,0.671599984
3710,0.888000011,0.853999972,0.920000017,,0.60769999,0.763199985,0.668299973
3720,0.872799993,0.831399977,0.949599981,,0.620299995,0.785899997,0.660300016
3730,0.876800001,0.829599977,0.919700027,,0.606700003,0.764100015,0.670400023
3740,0.868499994,0.83920002,0.931800008,,0.616100013,0.773000002,0.67110002
3750,0.87529999,0.845499992,0.923399985,,0.607900023,0.764800012,0.667500019
3760,0.863600016,0.845899999,0.921400011,,0.606599987,0.763599992,0.679899991
3770,0.859000027,0.841899991,0.908100009,,0.598200023,0.751800001,0.690299988
3780,0.854799986,0.82190001,0.922200024,,0.603200018,0.762399971,0.662800014
3790,0.894400001,0.83859998,0.921700001,,0.614499986,0.765799999,0.673500001
3800,0.856999993,0.841400027,0.943499982,,0.623600006,0.781099975,0.663299978
3810,0.857500017,0.81309998,0.926800013,,0.60710001,0.767799973,0.657899976
3820,0.911599994,0.844099998,0.940199971,,0.619899988,0.779900014,0.669200003
3830,0.87529999,0.864300013,0.930199981,,0.614300013,0.770399988,0.675999999
3840,0.836000025,0.830600023,0.923300028,,0.605400026,0.765399992,0.662400007
3850,0.855499983,0.824000001,0.916299999,,0.605400026,0.759599984,0.69599998
3860,0.880900025,0.83859998,0.914300025,,0.602599978,0.757600009,0.650300026
3870,0.863300025,0.856400013,0.916299999,,0.596400023,0.75849998,0.68629998
3880,0.867399991,0.834299982,0.948899984,,0.622500002,0.785700023,0.676900029
3890,0.842499971,0.846499979,0.909099996,,0.600099981,0.753099978,0.675999999
3900,0.840600014,0.827199996,0.931500018,,0.608200014,0.771200001,0.662400007
3910,0.866599977,0.845499992,0.947600007,,0.627900004,0.785099983,0.665799975
3920,0.854200006,0.845099986,0.943899989,,0.619799972,0.783800006,0.662999988
3930,0.876900017,0.840499997,0.942900002,,0.623899996,0.782999992,0.666400015
3940,0.880900025,0.863799989,0.925599992,,0.615800023,0.768999994,0.710900009
3950,0.861899972,0.845799983,0.940400004,,0.620199978,0.780499995,0.667999983
3960,0.870700002,0.832400024,0.924700022,,0.608500004,0.766499996,0.638100028
3970,0.882499993,0.852400005,0.924600005,,0.610300004,0.76639998,0.681100011
3980,0.859600008,0.842999995,0.915700018,,0.595700026,0.756799996,0.679199994
3990,0.862600029,0.833500028,0.91960001,,0.613600016,0.762499988,0.679700017
4000,0.868200004,0.852500021,0.915199995,,0.600499988,0.759299994,0.675999999
4010,0.869199991,0.836300015,0.932900012,,0.612800002,0.771200001,0.66079998
4020,0.873199999,0.854600012,0.91839999,,0.602500021,0.760399997,0.672500014
4030,0.872900009,0.829400003,0.935699999,,0.616299987,0.774299979,0.691299975
4040,0.862500012,0.819299996,0.923699975,,0.604600012,0.764599979,0.688199997
4050,0.862800002,0.856599987,0.9375,,0.613399982,0.777499974,0.675800025
4060,0.86500001,0.827099979,0.942600012,,0.622099996,0.781599998,0.666800022
4070,0.855700016,0.837100029,0.938899994,,0.613099992,0.777400017,0.690100014
4080,0.874199986,0.845099986,0.940699995,,0.620000005,0.779100001,0.660700023
4090,0.893999994,0.841600001,0.947000027,,0.625400007,0.784799993,0.662299991
4100,0.866900027,0.821699977,0.923399985,,0.611800015,0.765100002,0.672800004
4110,0.861899972,0.837199986,0.919399977,,0.598100007,0.760699987,0.684400022
4120,0.854900002,0.845000029,0.946699977,,0.623899996,0.783699989,0.682799995
4130,0.869099975,0.848800004,0.916299999,,0.5977,0.757799983,0.664399981
4140,0.858099997,0.855099976,0.941699982,,0.613200009,0.780399978,0.673200011
4150,0.861400008,0.83099997,0.927900016,,0.610300004,0.768700004,0.657299995
4160,0.8574,0.843299985,0.912999988,,0.604900002,0.756299973,0.677699983
4170,0.861400008,0.843599975,0.965799987,,0.630100012,0.801900029,0.684099972
4180,0.868900001,0.83099997,0.931500018,,0.617500007,0.771200001,0.676800013
4190,0.859399974,0.859300017,0.91109997,,0.603699982,0.756099999,0.684099972
4200,0.870000005,0.83890003,0.905600011,,0.601599991,0.751100004,0.673900008
4210,0.886699975,0.855400026,0.92869997,,0.610800028,0.76910001,0.664300025
4220,0.851700008,0.857599974,0.946399987,,0.626800001,0.787500024,0.665199995
4230,0.865199983,0.834999979,0.922699988,,0.609300017,0.764599979,0.677200019
4240,0.855799973,0.858200014,0.948000014,,0.619400024,0.784300029,0.693400025
4250,0.850600004,0.854399979,0.946699977,,0.628899992,0.787400007,0.656199992
4260,0.874599993,0.836799979,0.914600015,,0.599399984,0.757099986,0.673099995
4270,0.861699998,0.827600002,0.937300026,,0.616900027,0.7773,0.660700023
4280,0.849300027,0.829900026,0.935000002,,0.613499999,0.773500025,0.663500011
4290,0.865199983,0.824500024,0.895900011,,0.592599988,0.742200017,0.674600005
4300,0.869300008,0.881399989,0.954200029,,0.629000008,0.791700006,0.690800011
4310,0.867799997,0.8204,0.948499978,,0.621299982,0.785000026,0.697600007
4320,0.85769999,0.842700005,0.931200027,,0.612399995,0.773100019,0.695500016
4330,0.879199982,0.83920002,0.940199971,,0.621900022,0.778699994,0.674799979
4340,0.855199993,0.825699985,0.926199973,,0.610000014,0.767099977,0.671700001
